LotArea,TotalBsmtSF,BedroomAbvGr,GarageCars,SalePrice
8923,1008,2,1,134500
5400,833,2,1,117000
12085,1734,3,3,318000
7750,408,3,2,184100
9764,894,3,2,130000
13825,533,3,1,140000
7560,1040,3,1,133700
8263,1012,2,1,118400
10084,1552,3,3,212900
8926,672,3,1,112000
9405,698,2,0,118000
9125,384,3,2,163900
10434,1005,2,2,115000
3684,1373,2,3,174000
14572,1530,3,3,259000
11796,847,4,2,215000
7200,936,2,2,140000
7804,1122,4,2,135000
10712,974,3,0,93500
9900,1008,5,1,117500
9828,1128,3,2,239500
8773,916,3,2,169000
6180,960,2,1,102000
9600,1032,3,1,119000
6342,780,2,0,94000
9819,1567,2,2,196000
8731,915,3,2,144000
7350,952,2,2,139000
10304,780,4,2,197500
9965,1466,4,3,424870
9000,1006,3,0,80000
12180,672,2,1,80000
6240,1042,3,1,149000
11200,1298,3,2,180000
12000,704,3,1,174500
5700,572,2,1,116900
9000,650,3,2,143000
8280,932,2,1,124000
17755,1466,3,2,149900
14115,1073,2,2,230000
5890,816,2,1,120500
13700,864,4,2,201800
10768,1437,3,2,218000
9350,1219,3,2,179900
5001,1314,2,2,230000
11932,1580,3,3,235128
9120,901,4,2,185000
2280,855,3,2,146000
14778,1296,3,2,224000
8724,894,3,2,129000
12900,1198,0,2,108959
16157,1360,2,2,194000
9541,1502,3,2,233170
10475,1694,3,3,245350
10852,959,3,2,173000
13728,1127,4,2,235000
35760,1930,4,3,625000
9880,1096,3,1,171000
9120,1261,3,2,163000
4017,625,2,2,171900
18030,1598,3,0,200500
16560,952,4,2,239000
10678,1683,4,2,285000
6951,876,3,1,119500
3950,818,3,1,115000
7681,731,3,1,154900
8335,0,3,0,93000
11170,1216,4,2,250000
5587,1600,2,2,392500
15623,2396,4,3,745000
10800,1120,2,2,120000
35133,1572,3,3,186700
9738,784,4,1,104900
10615,978,3,2,95000
12461,1624,2,3,262000
8935,831,3,2,195000
7500,994,3,2,189000
32463,1249,3,4,168000
2645,776,2,2,174000
9600,702,3,1,125000
4500,1224,2,2,165000
9364,663,4,1,158000
8029,728,3,2,176000
14054,879,4,3,219210
8850,815,3,1,144000
9100,1212,3,2,178000
11235,1051,3,2,148000
9353,864,3,1,116050
10400,866,3,2,197900
6000,884,3,1,117000
9750,1630,3,2,213000
10140,1056,3,2,153500
14684,2158,3,3,271900
8900,1056,2,1,107000
9135,1682,3,2,200000
7763,931,3,2,140000
10182,1660,3,2,290000
11218,1055,3,2,189000
12134,559,4,2,164000
9340,672,2,1,113000
10246,648,0,1,145000
10205,925,3,1,134500
7094,894,3,1,125000
8930,0,4,2,112000
8640,1300,3,2,229456
6240,0,2,0,80500
1680,672,3,0,91500
7800,912,2,1,115000
8250,952,3,1,134000
10496,1040,3,1,143000
10680,2136,4,2,137900
15384,788,3,2,184000
10482,588,3,1,145000
14598,894,4,3,214000
8872,912,2,2,147000
8769,1702,1,3,367294
7910,1075,4,1,127000
18890,1361,4,2,190000
7728,1106,3,2,132500
9842,0,2,2,101800
12160,1188,3,2,142000
8525,940,4,0,130000
13132,747,4,1,138887
2628,764,2,2,175500
12393,847,4,2,195000
13072,1141,3,2,142500
9037,1476,2,2,265900
8158,884,3,2,224900
9849,1689,3,3,248328
10625,1053,3,2,170000
13891,2076,2,3,465000
11435,792,3,2,230000
12090,585,3,2,178000
8125,756,3,2,186500
12328,1012,3,3,169900
9600,735,3,2,129500
7200,876,3,1,119000
11160,2110,3,2,244000
3136,1405,2,2,171750
9858,864,3,1,130000
17542,1192,3,2,294000
6931,746,3,2,165400
6240,884,3,1,127500
14303,1986,2,2,301500
4060,864,2,0,99900
9587,856,2,2,190000
9750,1054,3,2,151000
24682,841,3,2,181000
9600,1050,2,1,128900
11250,1104,5,1,161500
13515,764,3,2,180500
4060,1405,2,2,181000
3735,691,3,2,183900
10120,925,4,1,122000
13214,2002,3,3,378500
14100,728,4,3,381000
11344,874,3,1,144000
23595,1332,0,2,260000
9156,1489,3,2,185750
13526,935,3,1,137000
11512,1019,2,1,177000
5362,661,3,2,139000
11345,928,4,2,137000
12936,723,3,2,162000
17871,1680,3,2,197900
9473,1128,3,2,237000
7500,698,2,2,68400
9808,1573,3,2,227000
8049,1309,2,2,180000
8800,1040,3,2,150500
9400,912,4,0,139000
9638,804,4,1,169000
6000,780,4,1,132500
9790,1328,3,2,143000
36500,1624,4,2,190000
5664,1501,2,2,278000
11065,1085,3,3,281000
14112,1152,3,2,180500
1680,630,3,1,119500
6600,994,4,1,107500
10140,832,4,2,162900
8172,864,2,2,115000
8400,1052,3,1,138500
8700,1120,3,2,155000
3675,547,2,2,140000
63887,6110,3,2,160000
7500,1246,3,1,154000
10762,978,3,2,225000
7500,771,3,1,177500
10120,1165,4,3,290000
8688,1616,3,3,232000
3363,976,3,2,130000
13173,1652,2,2,325000
6955,1368,2,2,202500
8072,990,3,2,138000
12000,924,2,2,147000
7153,1278,3,2,179200
17500,1902,3,2,335000
8814,1274,3,2,203000
9572,1453,4,2,302000
14774,1393,4,3,333168
8190,948,3,1,119000
11075,952,4,2,206900
10226,1622,3,3,295493
4230,1352,2,2,208900
14781,1753,3,3,275000
10215,864,3,1,111000
8400,1478,3,2,156500
6627,0,2,1,72500
10186,750,3,2,190000
5330,420,2,0,82500
9986,1795,2,3,147000
3636,796,2,0,55000
4270,544,3,0,79000
6600,816,3,1,130500
10440,1510,5,2,256000
9084,935,3,2,176500
10000,1588,3,3,227000
10780,911,3,2,132500
8877,816,2,1,100000
7200,803,2,1,125500
2368,765,3,2,125000
9650,1350,2,2,167900
9246,1656,4,2,135000
4118,693,2,0,52500
13450,916,3,2,200000
9560,864,3,1,128500
8294,858,3,4,123000
13695,1114,3,2,155000
9375,1284,3,2,228500
7558,896,3,2,177000
11103,728,3,2,155835
6000,960,2,1,108500
20781,1568,3,2,262500
15306,1732,3,3,283463
16196,1482,3,2,215000
5250,684,4,0,122000
11643,1248,6,4,200000
9247,858,4,2,171000
6000,698,2,2,134900
14720,2033,4,3,410000
10316,992,3,3,235000
10192,570,4,2,170000
9477,864,3,1,110000
12537,1078,3,2,149900
2117,756,3,2,177500
16737,1980,3,3,315000
9842,612,4,2,189000
16158,1530,3,2,260000
12513,715,4,1,104900
8499,616,3,2,156932
3180,600,2,2,144152
7500,814,3,2,216000
9179,873,3,2,193000
2665,757,4,1,127000
4435,848,1,2,144000
10635,1657,3,2,232000
5400,840,2,1,105000
9600,992,3,1,165500
9750,1108,3,2,274300
11400,2633,2,3,466500
10625,1026,3,3,250000
10991,1571,3,3,239000
6292,768,2,1,91000
10998,984,3,2,117000
1953,483,2,1,83000
9735,384,3,2,167500
8212,864,2,1,58500
12925,1205,4,2,237500
7200,596,4,2,157000
25339,816,3,2,112000
9060,560,2,1,105000
5436,796,3,1,125500
16692,1392,5,2,250000
8520,714,5,1,136000
14892,1746,3,3,377500
6000,735,3,2,131000
9100,1525,3,2,235000
8944,1584,4,3,124000
7838,864,3,1,123000
10800,482,3,2,163000
4045,1356,2,3,246578
12665,1094,4,3,281213
57200,747,3,2,160000
6120,939,4,1,137500
7200,1208,3,1,138000
6171,976,3,1,137450
6000,862,3,1,120000
7415,839,3,2,193000
6762,1286,2,2,193879
15256,1485,3,3,282922
10410,672,3,3,105000
3842,1594,2,2,275000
8445,768,2,2,133000
8780,833,3,0,112000
7740,622,3,2,125500
20544,791,3,2,215000
12420,944,3,2,230000
9600,856,3,1,140000
7200,0,2,2,90000
10994,1844,2,2,257000
13053,833,4,2,207000
3635,1386,1,3,175900
11340,777,4,2,122500
16545,1284,3,3,340000
9204,1144,3,1,124000
16381,1844,3,2,223000
11700,708,3,2,179900
4043,1069,2,2,127500
4435,848,1,2,136500
19690,697,4,2,274970
9503,1024,2,1,144000
10721,1252,3,2,142000
10944,1223,3,2,271000
10930,913,3,1,140000
7200,788,2,1,119000
12546,1440,3,2,182900
21930,732,4,2,192140
4928,958,2,2,143750
10800,656,4,1,64500
10261,936,3,2,186500
17400,1126,3,2,160000
8400,1319,3,2,174000
9000,864,3,2,120500
12444,1932,2,3,394617
7407,912,2,2,149700
11584,539,3,2,197000
11526,588,3,2,191000
4426,848,1,2,149300
11003,1017,3,3,310000
8854,952,2,1,121000
8500,1422,3,2,179600
8400,814,3,1,129000
26142,1188,3,1,157900
10000,1220,3,2,240000
11767,560,2,1,112000
1533,630,1,0,92000
9000,896,4,0,136000
9262,1573,3,3,287090
3675,547,2,2,145000
17217,1140,3,0,84500
7500,1221,2,2,185000
7917,953,3,2,175000
13175,1542,3,2,210000
9042,1152,4,1,266500
9717,1078,2,1,142125
9937,1256,3,1,147500
